mfccs1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfccs11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfccs21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfccs31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
-93.0552034984,90.3278154304,-2.61640123447,17.8561003781,-8.06392837322,1.14743320346,-7.14219216256,11.6222771278,-11.6675458537,8.42848834784,-2.25244727816,-2.79181073446,-7.4703771879,-7.67364861674,-3.58346309252,0.179474103386,-8.33148789251,5.95696696495,-0.603117611418,4.69109707168,-0.158537017545,1.21128620268,-6.17726258624,4.70956044508,-7.46737118903,-5.04516547497,-4.29774547028,-1.18738098392,-6.85722451827,-0.865000311452,-5.10540350183,-0.156508851938,-3.57734948552,1.51442261856,-4.70194775895,2.12370511548,-5.65248520627,0.605553168974,-1.89479544552,0.712813385,1
-151.98225977,84.5244664714,-31.9340451647,11.3036986213,-13.7384698214,3.09167515783,-11.3062413674,-1.16530624092,-5.35640397905,-0.42090647987,-3.05728002607,2.83927008996,-3.39197504643,3.16891541819,-3.20009507934,2.31781912189,-3.70539123126,1.93693035043,-2.71279705455,2.45974551614,-2.27247001399,3.033920606,-1.16447286689,3.70503402774,-1.04720463741,3.24776515289,-0.958053138597,0.743561531804,-2.0714122247,0.943239376578,-2.40084850853,0.643643682343,-1.80900912199,1.08500781374,-2.80563401529,1.64833662239,-2.94773253204,1.1462929774,-1.72010484023,2.8622800791,1
-22.7988605405,74.8878843333,-37.1027050341,0.87143136188,-9.63262905907,4.65582504307,-9.53614352125,-6.68909635814,-1.36018396699,-2.38151588484,-11.6653346645,4.45054737124,-10.8971173671,-1.56887564651,-5.20016410202,-3.22027661851,-7.98365044538,-2.42515254981,-4.30124757844,-1.69360528057,-3.66065997612,0.133803585518,-5.59202548513,-0.462382497246,-5.14426366241,-0.786707183705,-4.94781171505,-1.32319365464,-5.05240078038,-1.41280010356,-6.4294124071,-0.819111983454,-5.06105964274,-0.227855915336,-4.31828336714,1.16678670894,-4.05717199181,-2.00864394573,-4.99748223247,-3.42998301544,1
-28.4359104719,72.2784346327,-40.4272274585,-5.08728424101,-15.0475533042,5.78891638495,-8.87116362102,-6.30510372801,-2.79500481744,0.639707322401,-11.6260214457,3.49680964777,-7.75225184798,-0.93082083936,-5.31595784956,-1.62370598253,-7.154394363,-1.82892064256,-4.38374972678,-0.149600536356,-4.08628185315,-0.356783906723,-4.84863460793,-0.205494864329,-5.12278723231,-2.41071067966,-5.86926630838,-1.54077475315,-5.79082151571,-0.997713409154,-4.77708467569,-0.027197984094,-4.2207575962,-0.478137823289,-4.67252337434,-0.333970663302,-5.59842898032,-1.16870288853,-3.70753626866,-1.4043775502,1
-43.1733317861,72.782711311,-40.1203782323,-4.67309202233,-15.4581813127,4.69673783982,-8.64709516791,-7.18745325035,-1.93235909248,1.19831927611,-10.0695036931,4.08544808731,-6.23981493884,-1.15706511334,-5.65011625761,-1.5423206479,-5.48099539032,-1.39670146261,-4.47229071376,-0.663412837527,-4.38236113779,0.210779368244,-4.33667321373,-0.751412886683,-5.34674007147,-1.60362458635,-4.80919885281,-1.66815252801,-5.12960684587,-0.040878999669,-3.78142924119,0.109528326685,-4.40291266913,-1.04356138738,-5.66719554276,-0.581382363558,-5.31770043725,-1.02772419702,-2.57859584013,-0.81724457292,1
-69.6985104997,75.9776495549,-38.6734933304,-5.6531886083,-11.0029902333,5.12786397868,-9.07529647896,-5.59386976289,0.0224620204449,-0.644240374507,-8.70664508626,5.6401469332,-7.8148899075,-1.62963360006,-4.48799876316,-0.343166592187,-3.817991493,2.25488966947,-1.54221802667,-0.177657263963,-3.24043722203,-0.738180520709,-5.4366556679,-1.04039882546,-5.1813226731,-1.71679796319,-4.9379222596,-0.286306043359,-3.9663564483,-0.47968510114,-4.33582920067,-0.240580895688,-3.90438608802,-1.66618578397,-5.55146029201,-0.829484045423,-6.32182208056,-2.37803303905,-4.82138362189,-3.07212763143,1
-21.0679525404,77.5596428769,-40.2046218281,-4.92302588308,-11.3328117105,6.72134959934,-7.61916919241,-6.33421088305,-2.73769563057,1.60945179284,-10.3193992792,4.398156862,-6.16130748917,-3.37795354005,-6.28975223194,-1.39806130529,-5.20201426038,1.00464304196,-3.7201745489,-1.18935185552,-6.95837454019,-1.94678854156,-6.48665883218,-1.49971510259,-5.62317084331,-0.561875380421,-4.15243773231,0.791874359821,-2.90339944352,1.07846612575,-3.89115599066,0.727918720115,-3.89189099141,-0.504229253521,-5.83006324355,-0.358244608949,-6.56060581979,-2.99577061096,-6.01803491439,-4.11501024805,1
-3.9192983991,76.0054275491,-41.0778099805,-4.79520493351,-18.9038458755,-0.191215937278,-5.9887342875,-6.016002129,-10.8300683311,0.799124795477,-6.01405454689,1.22139881603,-6.79593649306,0.0202787924633,-7.89185276834,-1.77777833847,-7.15979081333,-0.304404308037,-4.46896246688,0.0486765149736,-5.22504005,-1.08480399086,-5.44821059353,-1.54185220368,-5.24829619173,-1.06186321143,-4.71509372489,-2.11006583267,-4.71680828722,-0.0685753905416,-6.03435638898,-1.51980548725,-5.64585072203,-2.07695932586,-7.35520996141,-1.53330616204,-5.44858082991,-2.29681737431,-5.54895425736,-3.19602950471,1
-14.927672215,76.9661601574,-34.3832260235,-1.26031778961,-20.5880111786,-1.38682248247,-6.56354848121,-6.38058003915,-10.0991075023,0.237007823738,-6.21166757087,0.384925940544,-5.45269288308,-0.938230124576,-9.00010560053,-1.310082009,-7.84056051262,0.200827023199,-5.59808374757,-1.33765859388,-6.21403245833,-1.2600619631,-5.80805079227,-2.95717333291,-6.04761493471,-1.93848075782,-5.94687797783,-3.30129085954,-5.03109327477,-1.03203254355,-5.58532942724,-1.18513845548,-5.30247681549,-1.22327880555,-4.97976952339,-0.99230342339,-4.87070792669,-1.22085927609,-4.70492112569,-2.51353775956,1
-10.8746374098,76.3727320802,-31.4393463093,-3.15670603864,-17.5234257006,1.32026592727,-7.0856154282,-5.01515034973,-9.17575311633,1.5947730073,-6.91010916924,0.260983432491,-3.69001304817,-2.26886102125,-9.20896767555,-2.55743393334,-6.47142089891,0.213664890209,-6.19943425668,-1.3977353794,-5.55643337753,-1.62793933691,-6.55282721931,-1.75469073459,-5.66875413833,-1.17095315894,-6.55508284411,-1.21125945085,-4.58969382169,-0.905941800742,-6.44084679404,-0.470247420657,-5.53927714635,-2.23640532655,-5.78992690855,-0.624567713594,-6.29042199759,-1.69773696344,-5.10014529801,-2.78093545336,1
